630,1 春,92831,534
631,2 济南的冬天,92831,534
92850,3*雨的四季,92831,534
14546,4 古代诗歌四首,92831,534
92835,5 秋天的怀念,92829,534
646,6 散步,92829,534
20477,7*散文诗两首（金色花、荷叶母亲）,92829,534
14547,8 《世说新语》二则（咏雪、陈太丘与友期）,92829,534
107547,9 从百草园到三味书屋,92830,534
92838,10*再塑生命的人,92830,534
92843,11《论语》十二章,92830,534
107549,12 纪念白求恩,92832,534
107550,13 植树的牧羊人,92832,534
619,14* 走一步，再走一步,92832,534
107551,15 诫子书,92832,534
107555,16 猫,107554,534
107557,17*动物笑谈,107554,534
107559,18 狼,107554,534
651,19 皇帝的新装,92834,534
107552,20 天上的街市,92834,534
654,21*女娲造人,92834,534
14549,22 寓言四则,92834,534
107548,11*窃读记,135620,534
107556,18 鸟,135620,534
135619,22 诗二首,135620,534
127905,1 邓稼先,127894,127893
127906,2 说和做——记闻一多先生言行片段,127894,127893
127907,3*回忆鲁迅先生（节选）,127894,127893
127908,4 孙权劝学,127894,127893
127910,5 黄河颂,127895,127893
127911,6 最后一课,127895,127893
127912,7*土地的誓言,127895,127893
127913,8 木兰诗,127895,127893
127915,9 阿长与《山海经》,127896,127893
127916,10 老王,127896,127893
127917,11 *台阶,127896,127893
127918,12 卖油翁,127896,127893
127920,课外古诗词诵读,127896,127893
127927,13 叶圣陶先生二三事,127897,127893
127928,14 驿路梨花,127897,127893
127929,15*最苦与最乐,127897,127893
127930,16 短文两篇,127897,127893
127935,17 紫藤萝瀑布,127898,127893
127936,18*一棵小桃树,127898,127893
127937,19*外国诗二首,127898,127893
127938,20 古代诗歌五首,127898,127893
127949,21 伟大的悲剧,127899,127893
127950,22 太空一日,127899,127893
127951,23*带上她的眼睛,127899,127893
127952,24 河中石兽,127899,127893
133182,1 消息二则,133169,133168
133185,2 首届诺贝尔奖颁发,133169,133168
133188,3 “飞天”凌空——跳水姑娘吕伟夺魁记,133169,133168
133189,4 一着惊海天——目击我国航母舰载战斗机首架次成功着舰,133169,133168
133196,5 藤野先生,133170,133168
133197,6 回忆我的母亲,133170,133168
133198,7* 列夫·托尔斯泰,133170,133168
133199,8* 美丽的颜色,133170,133168
133201,9 三峡,133171,133168
133669,10 短文二篇,133171,133168
133205,11* 与朱元思书,133171,133168
133206,12 唐诗五首,133171,133168
133213,13 背影,133172,133168
133214,14 白杨礼赞,133172,133168
133215,15* 散文二篇,133172,133168
133218,16* 昆明的雨,133172,133168
133220,17 中国石拱桥,133173,133168
133221,18 苏州园林,133173,133168
133222,19* 蝉,133173,133168
133223,20* 梦回繁华,133173,133168
133225,21 《孟子》二章,133174,133168
133228,22 愚公移山,133174,133168
133229,23* 周亚夫军细柳,133174,133168
133230,24 诗词五首,133174,133168
139290,1 社戏,139278,139276
139292,2 回延安,139278,139276
