119497,1 a o e,119483,119480
119498,2 i u ü y w,119483,119480
119499,3 b p m f,119483,119480
119500,4 d t n l,119483,119480
119501,5 g k h,119483,119480
119502,6 j q x,119483,119480
119503,7 z c s,119483,119480
119504,8 zh ch sh r,119483,119480
119506,9 ai ei ui,119483,119480
119507,10 ao ou iu,119483,119480
119508,11 ie üe er,119483,119480
119509,12 an en in un ün,119483,119480
119510,13 ang eng ing ong,119483,119480
119512,1 秋天,119484,119480
119513,2 小小的船,119484,119480
119514,3 江南,119484,119480
119515,4 四季,119484,119480
119536,5 影子,119528,119480
119537,6 比尾巴,119528,119480
119538,7 青蛙写诗,119528,119480
119539,8 雨点儿,119528,119480
119541,9 明天要远足,119529,119480
119542,10 大还是小,119529,119480
119543,11 项链,119529,119480
119545,12 雪地里的小画家,119530,119480
119546,13 乌鸦喝水,119530,119480
119547,14 小蜗牛,119530,119480
128335,1 吃水不忘挖井人,128316,128314
128336,2 我多想去看看,128316,128314
128337,3 一个接一个,128316,128314
128338,4 四个太阳,128316,128314
128341,5 小公鸡和小鸭子,128317,128314
128342,6 树和喜鹊,128317,128314
128343,7 怎么都快乐,128317,128314
128347,8 静夜思,128318,128314
128348,9 夜色,128318,128314
128349,10 端午粽,128318,128314
128350,11 彩虹,128318,128314
128360,12 古诗二首,128320,128314
128361,13 荷叶圆圆,128320,128314
128362,14 要下雨了,128320,128314
128368,15 文具的家,128321,128314
128369,16 一分钟,128321,128314
128370,17 动物王国开大会,128321,128314
128371,18 小猴子下山,128321,128314
128375,19 棉花姑娘,128322,128314
128376,20 咕咚,128322,128314
128377,21 小壁虎借尾巴,128322,128314
132962,1 小蝌蚪找妈妈,132949,132948
132963,2 我是什么,132949,132948
132964,3 植物妈妈有办法,132949,132948
132969,1 场景歌,132950,132948
132970,2 树之歌,132950,132948
132971,3 拍手歌,132950,132948
132972,4 田家四季歌,132950,132948
132975,4 曹冲称象,132951,132948
135093,5 玲玲的画,132951,132948
132977,6 一封信,132951,132948
132978,7 妈妈睡了,132951,132948
132982,8 古诗二首,132952,132948
132985,9 黄山奇石,132952,132948
132986,10 日月潭,132952,132948
132987,11 葡萄沟,132952,132948
132990,12 坐井观天,132953,132948
132991,13 寒号鸟,132953,132948
132992,14 我要的是葫芦,132953,132948
132996,15 大禹治水,132954,132948
132997,16 朱德的扁担,132954,132948
132998,17 难忘的泼水节,132954,132948
133002,18 古诗二首,132955,132948
133003,19 雾在哪里,132955,132948
133005,20 雪孩子,132955,132948
133008,21 狐假虎威,132956,132948
133011,22 狐狸分奶酪,132956,132948
135094,23 纸船和风筝,132956,132948
135095,24 风娃娃,132956,132948
139460,1 古诗二首,139444,139442
139462,2 找春天,139444,139442
139464,3 开满鲜花的小路,139444,139442
139466,4 邓小平爷爷植树,139444,139442
139482,5 雷锋叔叔，你在哪里,139446,139442
139484,6 千人糕,139446,139442
139486,7 一匹出色的马,139446,139442
139506,8 彩色的梦,139450,139442
139508,9 枫树上的喜鹊,139450,139442
139510,10 沙滩上的童话,139450,139442
139512,11 我是一只小虫子,139450,139442
139518,12 寓言二则,139452,139442
139520,13 画杨桃,139452,139442
139522,14 小马过河,139452,139442
139536,15 古诗二首,139454,139442
139538,16 雷雨,139454,139442
139540,17 要是你在野外迷了路,139454,139442
139542,18 太空生活趣事多,139454,139442
139554,19 大象的耳朵,139456,139442
139556,20 蜘蛛开店,139456,139442
139558,21 青蛙卖泥塘,139456,139442
139560,22 小毛虫,139456,139442
139566,23 祖先的摇篮,139458,139442
139568,24 当世界年纪还小的时候,139458,139442
139570,25 羿射九日,139458,139442
8072,1 我们的民族小学,7790,7745
58723,2 金色的草地,7790,7745
8074,3 爬天都峰,7790,7745
8075,4 槐乡的孩子,7790,7745
8077,5 灰雀,7791,7745
8078,6 小摄影师,7791,7745
8079,7 奇怪的大石头,7791,7745
8080,8 我不能失信,7791,7745
8082,9 古诗两首,7792,7745
8083,10 风筝,7792,7745
8084,11 秋天的雨,7792,7745
8085,12 听听，秋的声音,7792,7745
8087,13 花钟,7793,7745
8088,14 蜜蜂,7793,7745
8089,15 玩出了名堂,7793,7745
8090,16 找骆驼,7793,7745
8092,17 孔子拜师,7794,7745
8093,18 盘古开天地,7794,7745
8094,19 赵州桥,7794,7745
8095,20 一幅名扬中外的画,7794,7745
8097,21 古诗两首,7795,7745
8098,22 富饶的西沙群岛,7795,7745
8099,23 美丽的小兴安岭,7795,7745
8100,24 香港，璀璨的明珠,7795,7745
8102,25 矛和盾的集合,7796,7745
8103,26 科利亚的木匣,7796,7745
8104,27 陶罐和铁罐,7796,7745
8105,28 狮子和鹿,7796,7745
8107,29 掌声,7797,7745
8108,30 一次成功的实验,7797,7745
8109,31 给予树,7797,7745
8110,32 好汉查理,7797,7745
